x,y,layer1,layer2,voltage1,voltage2,current
853.485,2591.51,GROUND_1,POWER,0.000458847,0.000452938,0.0235399
853.485,2591.51,POWER,GROUND_2,0.000452938,0.00045186,0.0235399
883.485,491.515,SIGNAL,GROUND_1,0.00163242,0.00162222,0.222767
883.485,491.515,GROUND_1,POWER,0.00162222,0.00161051,0.0466453
883.485,491.515,POWER,GROUND_2,0.00161051,0.00160838,0.0466453
883.485,3991.51,SIGNAL,GROUND_1,-8.7017e-05,-8.36093e-05,-0.0744453
883.485,3991.51,GROUND_1,POWER,-8.36093e-05,-8.05313e-05,-0.012261
883.485,3991.51,POWER,GROUND_2,-8.05313e-05,-7.997e-05,-0.012261
908.485,3291.51,SIGNAL,GROUND_1,23.9939,23.9939,0.0198253
908.485,3291.51,GROUND_1,POWER,23.9939,23.9939,0.0198253
908.485,3291.51,POWER,GROUND_2,23.9939,23.9939,-7.76136e-11
908.485,3591.51,SIGNAL,GROUND_1,23.9939,23.9939,-0.00716847
908.485,3591.51,GROUND_1,POWER,23.9939,23.9939,-0.00716847
908.485,3591.51,POWER,GROUND_2,23.9939,23.9939,-7.76136e-11
933.485,2526.51,SIGNAL,GROUND_1,0.000492352,0.000492956,-0.0131881
933.485,2526.51,GROUND_1,POWER,0.000492956,0.000486123,0.0272174
933.485,2526.51,POWER,GROUND_2,0.000486123,0.000484878,0.0272174
933.485,2591.51,SIGNAL,GROUND_1,0.00047621,0.000474797,0.0308685
933.485,2591.51,GROUND_1,POWER,0.000474797,0.000465074,0.0387313
933.485,2591.51,POWER,GROUND_2,0.000465074,0.000463301,0.0387313
983.485,3441.51,SIGNAL,GROUND_1,23.9939,23.9939,0.000962418
983.485,3441.51,GROUND_1,POWER,23.9939,23.9939,0.000962418
983.485,3441.51,POWER,GROUND_2,23.9939,23.9939,-7.76136e-11
1013.49,2526.51,SIGNAL,GROUND_1,0.00051683,0.000517265,-0.00948974
1013.49,2526.51,GROUND_1,POWER,0.000517265,0.000509153,0.0323113
1013.49,2526.51,POWER,GROUND_2,0.000509153,0.000507674,0.0323113
1013.49,2591.51,SIGNAL,GROUND_1,0.00049852,0.000496393,0.0464579
1013.49,2591.51,GROUND_1,POWER,0.000496393,0.000482544,0.0551654
1013.49,2591.51,POWER,GROUND_2,0.000482544,0.000480019,0.0551654
1058.49,591.515,SIGNAL,GROUND_1,23.9836,23.9836,-0.0340128
1058.49,591.515,GROUND_1,POWER,23.9836,23.9836,-0.0340128
1058.49,591.515,POWER,GROUND_2,23.9836,23.9836,-0
1058.49,3291.51,SIGNAL,GROUND_1,23.9939,23.9939,0.0201553
1058.49,3291.51,GROUND_1,POWER,23.9939,23.9939,0.0201553
1058.49,3291.51,POWER,GROUND_2,23.9939,23.9939,7.76136e-11
1058.49,3591.51,SIGNAL,GROUND_1,23.9939,23.9939,-0.014699
1058.49,3591.51,GROUND_1,POWER,23.9939,23.9939,-0.014699
1058.49,3591.51,POWER,GROUND_2,23.9939,23.9939,-7.76136e-11
1087.73,321.557,SIGNAL,GROUND_1,23.9836,23.9836,0.0129593
1087.73,321.557,GROUND_1,POWER,23.9836,23.9836,0.0129593
1087.73,321.557,POWER,GROUND_2,23.9836,23.9836,-0
1088.49,2526.51,SIGNAL,GROUND_1,0.000553958,0.000552256,0.0371938
1088.49,2526.51,GROUND_1,POWER,0.000552256,0.00054073,0.0459104
1088.49,2526.51,POWER,GROUND_2,0.00054073,0.000538629,0.0459104
1088.49,2591.51,SIGNAL,GROUND_1,0.000534197,0.000529415,0.104461
1088.49,2591.51,GROUND_1,POWER,0.000529415,0.000509975,0.0774413
1088.49,2591.51,POWER,GROUND_2,0.000509975,0.00050643,0.0774413
1104.24,2155.76,SIGNAL,GROUND_1,23.9959,23.9959,1.12923e-10
1104.24,2155.76,GROUND_1,POWER,23.9959,23.9959,6.17711e-11
1104.24,2155.76,POWER,GROUND_2,23.9959,23.9959,3.76409e-11
1133.49,441.515,SIGNAL,GROUND_1,23.9836,23.9836,1.1563e-05
1133.49,441.515,GROUND_1,POWER,23.9836,23.9836,1.1563e-05
1133.49,441.515,POWER,GROUND_2,23.9836,23.9836,7.76136e-11
1133.49,3441.51,SIGNAL,GROUND_1,23.9939,23.9939,-6.02009e-05
1133.49,3441.51,GROUND_1,POWER,23.9939,23.9939,-6.02008e-05
1133.49,3441.51,POWER,GROUND_2,23.9939,23.9939,-7.76136e-11
1133.49,3991.51,SIGNAL,GROUND_1,-0.000151988,-0.000146396,-0.122174
1133.49,3991.51,GROUND_1,POWER,-0.000146396,-0.000141018,-0.0214227
1133.49,3991.51,POWER,GROUND_2,-0.000141018,-0.000140038,-0.0214227
1208.49,591.515,SIGNAL,GROUND_1,23.9836,23.9836,-0.026356
1208.49,591.515,GROUND_1,POWER,23.9836,23.9836,-0.026356
1208.49,591.515,POWER,GROUND_2,23.9836,23.9836,-0
1284.58,321.557,SIGNAL,GROUND_1,0.00157947,0.00157882,0.0313559
1284.58,321.557,GROUND_1,POWER,0.00157882,0.00158134,-0.0221612
1284.58,321.557,POWER,GROUND_2,0.00158134,0.0015818,-0.0221612
1358.49,591.515,SIGNAL,GROUND_1,23.9836,23.9836,-0.02397
1358.49,591.515,GROUND_1,POWER,23.9836,23.9836,-0.02397
1358.49,591.515,POWER,GROUND_2,23.9836,23.9836,-0
1383.49,1991.51,SIGNAL,GROUND_1,0.000910769,0.000917325,-0.143235
1383.49,1991.51,GROUND_1,POWER,0.000917325,0.000949673,-0.128857
1383.49,1991.51,POWER,GROUND_2,0.000949673,0.000955572,-0.128857
1383.49,3991.51,SIGNAL,GROUND_1,-0.000239987,-0.000233626,-0.13895
1383.49,3991.51,GROUND_1,POWER,-0.000233626,-0.000227525,-0.0243066
1383.49,3991.51,POWER,GROUND_2,-0.000227525,-0.000226412,-0.0243066
1433.49,2841.51,SIGNAL,GROUND_1,23.9849,23.9849,0.202416
1433.49,2841.51,GROUND_1,POWER,23.9849,23.9849,0.202416
1433.49,2841.51,POWER,GROUND_2,23.9849,23.9849,-7.76136e-11
1433.49,3141.51,SIGNAL,GROUND_1,23.9853,23.9853,-0.195587
1433.49,3141.51,GROUND_1,POWER,23.9853,23.9854,-0.195587
1433.49,3141.51,POWER,GROUND_2,23.9854,23.9854,-7.76136e-11
1508.49,591.515,SIGNAL,GROUND_1,23.9836,23.9836,-0.0164504
1508.49,591.515,GROUND_1,POWER,23.9836,23.9836,-0.0164504
1508.49,591.515,POWER,GROUND_2,23.9836,23.9836,-0
1508.49,2991.51,SIGNAL,GROUND_1,23.9852,23.9852,-0.222235
1508.49,2991.51,GROUND_1,POWER,23.9852,23.9853,-0.222235
1508.49,2991.51,POWER,GROUND_2,23.9853,23.9853,-7.76136e-11
1514.2,4065.8,SIGNAL,GROUND_1,-0.000310371,-0.000307892,-0.0916923
1514.2,4065.8,GROUND_1,POWER,-0.000307892,-0.000301492,-0.0431774
1514.2,4065.8,POWER,GROUND_2,-0.000301492,-0.000300325,-0.0431774
1573.88,321.557,SIGNAL,GROUND_1,23.9835,23.9835,0.044987
1573.88,321.557,GROUND_1,POWER,23.9835,23.9835,0.044987
1573.88,321.557,POWER,GROUND_2,23.9835,23.9835,-0
1583.49,441.515,SIGNAL,GROUND_1,23.9835,23.9835,0.0147406
1583.49,441.515,GROUND_1,POWER,23.9835,23.9835,0.0147406
1583.49,441.515,POWER,GROUND_2,23.9835,23.9835,-0
1583.49,2541.51,SIGNAL,GROUND_1,23.9847,23.9847,0.119451
1583.49,2541.51,GROUND_1,POWER,23.9847,23.9847,0.119451
1583.49,2541.51,POWER,GROUND_2,23.9847,23.9847,-7.76136e-11
1583.49,2841.51,SIGNAL,GROUND_1,23.9849,23.9849,0.191685
1583.49,2841.51,GROUND_1,POWER,23.9849,23.9849,0.191685
1583.49,2841.51,POWER,GROUND_2,23.9849,23.9849,-7.76136e-11
1583.49,3141.51,SIGNAL,GROUND_1,23.9853,23.9853,-0.144684
1583.49,3141.51,GROUND_1,POWER,23.9853,23.9854,-0.144684
1583.49,3141.51,POWER,GROUND_2,23.9854,23.9854,7.76136e-11
1633.49,3991.51,SIGNAL,GROUND_1,-0.000388168,-0.000374017,-0.309145
1633.49,3991.51,GROUND_1,POWER,-0.000374017,-0.000350277,-0.0945668
1633.49,3991.51,POWER,GROUND_2,-0.000350277,-0.000345949,-0.0945668
1658.49,591.515,SIGNAL,GROUND_1,23.9836,23.9836,-0.00173743
1658.49,591.515,GROUND_1,POWER,23.9836,23.9836,-0.00173743
1658.49,591.515,POWER,GROUND_2,23.9836,23.9836,-0
1658.49,2091.51,SIGNAL,GROUND_1,23.9844,23.9844,0.0344817
1658.49,2091.51,GROUND_1,POWER,23.9844,23.9844,0.0344817
1658.49,2091.51,POWER,GROUND_2,23.9844,23.9844,-0
1664.2,2965.8,SIGNAL,GROUND_1,23.9852,23.9852,-0.108311
1664.2,2965.8,GROUND_1,POWER,23.9852,23.9853,-0.108311
1664.2,2965.8,POWER,GROUND_2,23.9853,23.9853,1.31435e-10
1733.49,741.515,SIGNAL,GROUND_1,23.9836,23.9836,-0.0297453
1733.49,741.515,GROUND_1,POWER,23.9836,23.9836,-0.0297453
1733.49,741.515,POWER,GROUND_2,23.9836,23.9836,-0
1739.2,1015.8,SIGNAL,GROUND_1,16.9958,16.9958,1.31435e-10
1739.2,1015.8,GROUND_1,POWER,16.9958,16.9958,2.15693e-10
1739.2,1015.8,POWER,GROUND_2,16.9958,16.9958,1.31435e-10
1733.49,1641.51,SIGNAL,GROUND_1,23.9842,23.9842,0.0241926
1733.49,1641.51,GROUND_1,POWER,23.9842,23.9842,0.0241926
1733.49,1641.51,POWER,GROUND_2,23.9842,23.9842,-0
1733.49,1941.51,SIGNAL,GROUND_1,23.9843,23.9843,0.0201817
1733.49,1941.51,GROUND_1,POWER,23.9843,23.9843,0.0201817
1733.49,1941.51,POWER,GROUND_2,23.9843,23.9843,7.76136e-11
1733.49,2241.51,SIGNAL,GROUND_1,23.9845,23.9845,0.0223978
1733.49,2241.51,GROUND_1,POWER,23.9845,23.9845,0.0223978
1733.49,2241.51,POWER,GROUND_2,23.9845,23.9845,-7.76136e-11
1733.49,2541.51,SIGNAL,GROUND_1,23.9847,23.9847,0.108104
1733.49,2541.51,GROUND_1,POWER,23.9847,23.9847,0.108104
1733.49,2541.51,POWER,GROUND_2,23.9847,23.9847,-0
1733.49,2841.51,SIGNAL,GROUND_1,23.9849,23.9849,0.27709
1733.49,2841.51,GROUND_1,POWER,23.9849,23.9849,0.27709
1733.49,2841.51,POWER,GROUND_2,23.9849,23.9849,-7.76136e-11
1733.49,3141.51,SIGNAL,GROUND_1,23.9854,23.9854,-0.118891
1733.49,3141.51,GROUND_1,POWER,23.9854,23.9854,-0.118891
1733.49,3141.51,POWER,GROUND_2,23.9854,23.9854,-7.76136e-11
1770.73,321.557,SIGNAL,GROUND_1,0.00157978,0.00157956,0.0108766
1770.73,321.557,GROUND_1,POWER,0.00157956,0.00158205,-0.0219129
1770.73,321.557,POWER,GROUND_2,0.00158205,0.0015825,-0.0219129
1808.49,591.515,SIGNAL,GROUND_1,23.9835,23.9835,0.0595734
1808.49,591.515,GROUND_1,POWER,23.9835,23.9835,0.0595734
1808.49,591.515,POWER,GROUND_2,23.9835,23.9835,-0
1808.49,2991.51,SIGNAL,GROUND_1,23.9853,23.9853,-0.134345
1808.49,2991.51,GROUND_1,POWER,23.9853,23.9854,-0.134345
1808.49,2991.51,POWER,GROUND_2,23.9854,23.9854,-7.76136e-11
1849.24,1075.76,SIGNAL,GROUND_1,0.00157526,0.00157526,-2.29742e-15
1849.24,1075.76,GROUND_1,POWER,0.00157526,0.00159493,-0.0379834
1849.24,1075.76,POWER,GROUND_2,0.00159493,0.00159851,-0.0379834
1883.49,3141.51,SIGNAL,GROUND_1,23.9854,23.9854,-0.0900662
1883.49,3141.51,GROUND_1,POWER,23.9854,23.9855,-0.0900662
1883.49,3141.51,POWER,GROUND_2,23.9855,23.9855,-0
1883.49,3991.51,SIGNAL,GROUND_1,-0.00057501,-0.000545303,-0.648992
1883.49,3991.51,GROUND_1,POWER,-0.000545303,-0.000485975,-0.23633
1883.49,3991.51,POWER,GROUND_2,-0.000485975,-0.000475157,-0.23633
2033.49,3141.51,SIGNAL,GROUND_1,23.9855,23.9855,-0.00927097
2033.49,3141.51,GROUND_1,POWER,23.9855,23.9855,-0.00927097
2033.49,3141.51,POWER,GROUND_2,23.9855,23.9855,-7.76136e-11
2033.49,3741.51,SIGNAL,GROUND_1,23.9871,23.987,1.79522
2033.49,3741.51,GROUND_1,POWER,23.987,23.9866,1.79522
2033.49,3741.51,POWER,GROUND_2,23.9866,23.9866,-1.55227e-10
2037.69,1073.23,SIGNAL,GROUND_1,0.00191635,0.00185581,1.32245
2037.69,1073.23,GROUND_1,POWER,0.00185581,0.0017498,0.422303
2037.69,1073.23,POWER,GROUND_2,0.0017498,0.00173047,0.422303
2108,1402,SIGNAL,GROUND_1,0.00144062,0.00144062,6.89226e-15
2108,1402,GROUND_1,POWER,0.00144062,0.00149255,-0.100336
2108,1402,POWER,GROUND_2,0.00149255,0.00150202,-0.100336
2133.49,3991.51,SIGNAL,GROUND_1,-0.000961022,-0.000877859,-1.81682
2133.49,3991.51,GROUND_1,POWER,-0.000877859,-0.000708284,-0.675492
2133.49,3991.51,POWER,GROUND_2,-0.000708284,-0.000677364,-0.675492
2134.35,1037.42,SIGNAL,GROUND_1,0.00167811,0.00167009,0.175046
2134.35,1037.42,GROUND_1,POWER,0.00167009,0.00165378,0.0649791
2134.35,1037.42,POWER,GROUND_2,0.00165378,0.00165081,0.0649791
2134.35,1105.61,SIGNAL,GROUND_1,0.00165569,0.00164871,0.1525
2134.35,1105.61,GROUND_1,POWER,0.00164871,0.00163774,0.0436917
2134.35,1105.61,POWER,GROUND_2,0.00163774,0.00163574,0.0436917
2183.49,3141.51,SIGNAL,GROUND_1,23.9855,23.9855,0.0712461
2183.49,3141.51,GROUND_1,POWER,23.9855,23.9855,0.0712461
2183.49,3141.51,POWER,GROUND_2,23.9855,23.9855,-7.76136e-11
